SongID,Genre,ReleaseMonth,ReleaseDayOfWeek,Explicit,MajorLabel,Collaboration,MusicVideo,ArtistFollowers_K,PlaylistPlacements,TikTokMentions_K,SongLengthSec,PriorArtistPopularity,RadioSpins_K,MonthlyStreams_M,PopularityScore
SNG0784,Hip-Hop,Feb,Tue,1,1,1,0,36.2,17,3.4,232,31.5,4.9,29.5,82.5
SNG0785,Pop,Jan,Thu,0,0,0,1,274.9,26,17.4,224,82.4,38.9,47.39,100
SNG0786,EDM,Apr,Fri,1,0,1,0,54.7,13,4.3,166,77.2,41.9,33.89,96.2
SNG0787,Rock,Oct,Tue,0,1,0,1,28.4,9,5.8,263,45.1,6,27.64,63.2
SNG0788,R&B,Sep,Sun,0,0,0,1,105.4,26,16.5,207,76.8,4.8,52.18,100
SNG0789,R&B,Nov,Mon,1,1,1,1,51.2,16,4.3,222,63.9,2.2,41.59,87.2
SNG0790,Indie,Jul,Sat,1,1,0,0,275.4,23,21.1,228,58.8,10.3,42.15,100
SNG0791,Pop,Dec,Sat,0,1,0,1,49.3,20,9.2,242,81.2,13,62.66,100
SNG0792,Rock,Oct,Thu,1,0,0,0,83.1,17,8.2,239,48.8,5.7,25.67,79.3
SNG0793,R&B,Jul,Fri,0,0,0,1,24.6,15,3.1,209,45,11.3,42.28,87.1
SNG0794,Rock,Jul,Wed,1,0,1,0,117.8,31,8.7,207,61.7,3,51.02,98.8
SNG0795,Pop,Aug,Fri,1,1,0,0,38.7,17,3.7,218,67.5,19.6,54.16,100
SNG0796,EDM,Jan,Fri,0,1,0,0,108.3,18,8.4,240,75.4,5.9,48.68,95.4
SNG0797,Indie,Oct,Thu,0,0,0,1,49.4,17,5,169,55.3,11.4,34.86,64.2
SNG0798,Rock,Oct,Thu,1,1,1,1,15.9,20,13.1,226,42.7,10.7,32.06,80.1
SNG0799,Latin,Aug,Fri,0,1,0,1,73.1,16,5.3,177,99,1.9,56.29,100
SNG0800,EDM,Apr,Sat,1,0,0,1,70.8,21,34.3,264,38.4,17.6,32.22,78.2
SNG0801,Latin,Apr,Tue,0,0,1,1,123.6,23,4.3,217,59,4.8,45.08,80.2
SNG0802,Pop,Apr,Fri,1,1,0,0,198.2,21,3.4,192,72,10.6,42.83,100
SNG0803,Rock,Jun,Wed,1,1,0,1,254.3,12,7.5,219,78.7,2.9,31.92,76
SNG0804,Rock,Jul,Sat,1,1,1,1,122.1,24,14.4,205,47.8,6.2,45.6,86.9
SNG0805,R&B,Jun,Mon,0,0,0,0,81,12,14.3,200,24.3,12.1,37.78,80
SNG0806,Latin,Jan,Fri,1,0,1,0,24.6,23,6.4,147,47.4,3.8,32.52,78.2
SNG0807,Indie,Dec,Wed,1,0,0,0,76.8,18,7.4,172,73.5,4,35.55,93.2
SNG0808,EDM,Aug,Fri,0,1,1,0,77.5,11,7.4,201,69.5,10,31.13,83.3
SNG0809,R&B,Oct,Sat,0,1,1,0,58,20,2.1,151,70.1,7.9,59.22,100
SNG0810,Pop,Nov,Fri,0,0,0,0,103.9,14,13.8,186,70.8,11.9,38.9,87.2
SNG0811,Indie,Jul,Fri,1,0,0,1,146.3,14,1.8,189,82.1,6.7,33.02,77.2
SNG0812,Country,Jun,Fri,0,1,1,0,37.6,30,2.1,180,44,15.1,60.71,100
SNG0813,Pop,Jun,Sat,0,1,0,0,37.2,27,5.8,230,36.4,5.7,43.18,90.6
SNG0814,EDM,May,Fri,1,1,0,1,60.5,19,4.1,177,64.7,14.6,52.22,100
SNG0815,EDM,Jun,Sun,0,0,0,0,43.4,29,11.2,208,39.1,4.4,27.02,48.9
SNG0816,R&B,Dec,Fri,0,0,1,0,21.1,18,8.2,194,35.3,5.5,28.58,69.7
SNG0817,Rock,Sep,Fri,1,0,1,1,33.2,15,6.2,201,80,16.2,49.24,100
SNG0818,Hip-Hop,Oct,Wed,1,1,0,0,28.1,19,2,256,62.5,6,58.59,100
SNG0819,Pop,Sep,Fri,0,1,0,0,155.4,20,5.6,211,58.5,3.5,40.56,100
SNG0820,Hip-Hop,Oct,Tue,0,1,1,0,219.6,22,5.2,217,58.9,36,48.76,100
SNG0821,Country,Aug,Sat,1,0,1,1,31,16,6.7,181,56.1,8.8,25.25,77.5
SNG0822,Pop,Oct,Fri,0,1,0,1,97.7,18,3.7,225,79.9,13.2,47.39,97.3
SNG0823,Hip-Hop,Sep,Sun,0,0,1,1,122.9,14,8.8,224,30.7,1.5,31.09,73.2
SNG0824,Hip-Hop,Oct,Tue,0,1,1,1,23.5,11,4,221,30,26.2,35.44,88.1
SNG0825,Rock,Aug,Wed,0,0,0,1,74.6,22,8.1,166,41.1,75,39.83,100
SNG0826,EDM,Aug,Sat,0,0,1,1,392.9,15,11.2,186,63.2,24.4,42,100
SNG0827,Hip-Hop,Jan,Thu,0,1,0,1,107.1,12,3.4,251,90.5,27.3,59.71,100
SNG0828,Hip-Hop,Oct,Fri,1,0,0,0,56.2,26,2.7,183,73.6,6.5,53.18,100
SNG0829,Latin,Nov,Sat,1,1,0,0,45.1,18,8.4,255,68.7,11,46.53,100
SNG0830,R&B,May,Fri,0,1,1,1,16.2,22,1.7,188,56.6,13.3,35.34,90.9
SNG0831,Hip-Hop,Apr,Wed,1,1,1,1,92.7,15,14.9,210,34,5.2,45.38,95.3
SNG0832,R&B,Feb,Sat,1,0,0,1,260.7,22,5.5,199,67.3,8.2,43.54,74.5
SNG0833,Pop,Aug,Mon,0,0,0,0,37.7,17,4.9,178,94.5,4.1,34.16,100
SNG0834,Pop,Mar,Sat,0,1,0,1,17.2,21,8.9,178,53.7,6.6,30.01,71.2
SNG0835,R&B,Apr,Mon,1,0,1,1,41.9,15,8.5,182,47.9,17.7,40.28,78.3
SNG0836,R&B,Dec,Fri,1,0,1,0,123.6,16,5.5,210,53.8,2.2,41.27,96.6
SNG0837,EDM,Jul,Mon,1,0,0,1,49.4,8,12.1,233,68.8,19.3,39.11,92.3
SNG0838,Hip-Hop,Oct,Fri,0,1,0,1,37.5,17,3,208,60,2.6,28.1,89
SNG0839,Rock,Sep,Mon,1,1,0,0,67.6,17,10.4,204,74.4,9.4,42.48,87.9
SNG0840,Rock,Feb,Sat,0,0,0,0,78.3,19,2.1,244,57.4,10.1,32.75,78.8
SNG0841,Pop,Mar,Fri,0,1,0,0,25.2,14,8.7,206,53.7,14.3,26.57,81.2
SNG0842,Latin,Apr,Tue,1,1,1,0,57.3,16,4.1,188,62.1,7.8,42.12,99.3
SNG0843,Pop,Oct,Fri,0,0,0,1,47.1,18,1.7,173,48.3,3.9,22.74,56.2
SNG0844,Indie,Jan,Fri,0,1,0,0,42.6,22,6.9,246,89.3,10.5,28.77,93.4
SNG0845,Pop,Jul,Wed,0,0,0,0,32.7,22,5.3,194,72.8,51.3,58.99,100
SNG0846,R&B,Feb,Mon,0,1,0,0,128.9,9,1.4,186,38.2,8.9,32.28,77.8
SNG0847,Pop,May,Fri,0,0,0,0,42.5,25,0.8,184,44.6,4.5,31.99,85.9
SNG0848,Indie,Jan,Tue,1,1,0,0,16.5,18,4.8,244,68.2,6.2,30.83,69.7
SNG0849,R&B,Mar,Tue,0,1,0,0,80.2,12,23.5,187,61.3,10.2,32.52,85.6
SNG0850,Rock,Dec,Wed,1,1,1,1,110.8,13,7.3,237,63.4,7.3,44.55,100
SNG0851,Pop,Feb,Fri,1,0,0,1,38.2,14,3,198,54.5,6.5,34.71,93.5
SNG0852,Latin,Jan,Fri,1,0,1,0,45.1,24,14.5,166,66.2,26.1,57.57,100
SNG0853,Pop,Jul,Mon,0,1,0,0,42.3,11,12.4,194,55,13.7,40.02,86.3
SNG0854,EDM,May,Sun,1,1,0,0,52.3,20,17.2,204,68.1,8.2,24.2,85.7
SNG0855,Pop,Jan,Sat,0,0,0,0,144.7,15,10.1,201,71.9,8.3,32.28,65
SNG0856,Pop,Jun,Wed,1,1,1,1,61.6,18,12.1,201,86.9,10.4,64.54,100
SNG0857,Pop,May,Tue,1,0,0,1,120,21,10.6,195,48.7,14.1,25.49,62.7
SNG0858,R&B,Mar,Sun,1,1,0,1,33.8,20,3.6,180,57.8,25.2,35.76,66.4
SNG0859,Rock,Dec,Fri,0,0,1,0,51,18,1.3,205,36.1,6.5,27.49,61.8
SNG0860,Pop,Jul,Thu,1,0,0,1,130,25,3.4,222,90.9,4.1,62.26,100
SNG0861,Country,Nov,Fri,0,0,1,0,37.9,17,14.8,158,22.4,5.8,23.14,42.9
SNG0862,R&B,Oct,Fri,1,0,0,1,135.4,20,3.9,247,88.3,4.5,54.32,100
SNG0863,Rock,Sep,Tue,1,1,0,1,43,23,4.8,120,59.7,2.7,31.64,72.4
SNG0864,R&B,Sep,Fri,0,1,0,1,53.2,14,1.9,207,65.5,27.9,31.22,91.1
SNG0865,R&B,Sep,Fri,1,0,1,0,214.7,15,3.3,220,55,17.9,32.21,82.4
SNG0866,Rock,Feb,Fri,0,1,0,0,49.2,14,5.4,186,58.6,1.5,27.41,86.2
SNG0867,Pop,Mar,Sat,0,0,0,1,73.8,12,8.5,137,68.6,10.7,17.56,80
SNG0868,Pop,Jul,Tue,0,0,0,0,102.7,21,3.6,202,28.5,6.7,20.57,54.4
SNG0869,EDM,May,Fri,0,1,0,0,78.1,25,3.4,210,46.3,6.1,48.9,88.2
SNG0870,Indie,Feb,Fri,1,1,0,1,79.7,17,11.7,168,42.8,1.2,28.43,86
SNG0871,Hip-Hop,Mar,Fri,0,1,0,0,64.1,21,7.3,178,66.1,8.8,52.6,100
SNG0872,Hip-Hop,Oct,Wed,0,1,0,1,26.8,14,8.2,236,58.1,9.6,41.41,90
SNG0873,Latin,Jun,Thu,1,1,0,0,85.1,16,21.7,209,69.1,3.5,47.11,90.1
SNG0874,R&B,Jul,Tue,1,0,0,1,39.9,23,3.5,157,61,33.1,43.66,85.6
SNG0875,Pop,Sep,Wed,1,1,0,0,114.8,21,5.2,219,77.1,17,49.61,100
SNG0876,Pop,Jan,Thu,1,1,0,1,174.2,19,9,175,44.7,3.8,50.23,100
SNG0877,Latin,Nov,Fri,1,1,0,0,18.8,14,2.5,180,59,20.5,36.05,94.1
SNG0878,Latin,Jul,Mon,0,1,1,1,174.5,14,6.7,211,78,6.2,48.2,100
SNG0879,Pop,Aug,Fri,0,1,0,1,50,19,5.6,208,74.4,21,49.42,93.8
SNG0880,Hip-Hop,Dec,Wed,1,0,1,0,60.8,21,66.7,192,31.4,2.8,37.04,94.1
SNG0881,Hip-Hop,Mar,Tue,0,1,0,0,35.2,23,6,189,39.6,10.3,17.23,62.9
SNG0882,Latin,Apr,Thu,1,0,0,0,76.1,21,15.5,197,56.5,3.4,30.7,71.1
SNG0883,Pop,Oct,Wed,0,0,0,0,69.9,21,11.6,180,53.8,4.6,34.71,72.3
SNG0884,Pop,Jun,Fri,0,0,0,0,141.7,20,1.9,240,56.8,1.9,39.38,96.1
SNG0885,Country,Oct,Thu,0,1,0,0,39.7,21,1.4,155,72.3,3.4,44.79,78.5
SNG0886,Pop,Jul,Sun,1,1,1,1,213.3,20,6.8,197,63.2,3.3,23.96,72.4
SNG0887,Latin,Apr,Sun,0,1,1,1,106.2,20,17,158,64.3,3,46.37,99.3
SNG0888,Hip-Hop,Aug,Fri,1,1,0,0,71.1,25,7.1,235,70.1,10.5,45.26,100
SNG0889,Pop,May,Sat,0,0,0,1,58.8,10,5.9,197,77.3,2.2,34.76,100
SNG0890,Hip-Hop,Jan,Mon,0,0,1,0,53.8,14,4.2,171,5,11.5,15.5,33.6
SNG0891,Latin,Apr,Fri,1,0,0,0,56.3,20,1.7,227,51,20.2,41.78,90.2
SNG0892,EDM,Mar,Fri,1,1,0,0,75,17,2.3,132,42.1,4.4,35.51,78.3
SNG0893,Country,Sep,Wed,0,0,0,1,57.6,16,1.3,214,66.6,8.4,35.59,72.7
SNG0894,Hip-Hop,Aug,Mon,1,1,0,0,42.6,24,2,242,49.7,6.9,46.44,87.4
SNG0895,Latin,Jan,Tue,0,0,0,1,75.3,24,3.4,211,59.4,6.5,25.3,59.3
SNG0896,Pop,Nov,Fri,0,0,1,0,37.1,16,11,189,73.3,1.2,44.25,88.9
SNG0897,Hip-Hop,Jun,Fri,0,1,1,1,83.6,18,3.7,165,47.1,3.7,45.33,100
SNG0898,EDM,Sep,Thu,1,1,0,1,57,12,6.9,240,64.5,29.1,25.61,83.1
SNG0899,Pop,Jul,Fri,1,0,1,0,108.6,14,6.2,235,86,11.7,43.33,95.5
SNG0900,Pop,Apr,Fri,0,1,0,1,133.3,16,8.6,184,73,7.4,44.77,83.7
SNG0901,Pop,Jan,Fri,1,1,0,1,133.2,15,2.2,185,29.5,1.8,28.94,72.3
SNG0902,Pop,Dec,Tue,0,1,1,0,83.3,11,14.2,243,52.7,14.5,30.66,88.9
SNG0903,Pop,Feb,Fri,0,1,0,0,90.4,20,1.5,222,64.4,4.4,42.12,86.4
SNG0904,Rock,Dec,Fri,0,0,0,0,53.2,25,3.7,148,68,3.4,44.18,100
SNG0905,R&B,May,Fri,0,0,0,1,107.2,28,5.4,199,53.5,3.6,32.12,72.9
SNG0906,EDM,Dec,Fri,0,0,1,1,116,18,10.8,198,46.5,13.6,30.43,91.2
SNG0907,Country,Nov,Fri,1,1,1,0,22.3,18,18.9,213,59.2,8.5,46.9,89.4
SNG0908,Hip-Hop,May,Wed,1,0,1,0,86.9,22,10.9,205,38.4,18,21.44,65.7
SNG0909,Hip-Hop,Aug,Fri,0,0,0,0,173.8,24,19.6,189,77.8,22.2,49.12,100
SNG0910,Hip-Hop,Jun,Sun,0,1,1,0,52,12,2.6,211,91.6,5,33.46,100
SNG0911,Rock,Aug,Fri,0,1,0,1,44.6,18,16,191,65.1,8.7,57.48,100
SNG0912,Hip-Hop,Feb,Mon,0,0,1,1,49.7,16,13.7,314,53.8,7.1,40.27,80.4
SNG0913,Rock,Mar,Mon,0,1,0,0,23.3,22,0.6,209,74.9,3,47.98,100
SNG0914,R&B,Jun,Sun,1,1,0,0,72.8,8,4.5,205,71.9,3.4,46.58,100
SNG0915,Rock,Dec,Mon,0,1,0,0,68.1,28,9.4,264,53,7.9,46.66,91.7
SNG0916,R&B,Oct,Mon,1,1,1,1,76.5,16,3.4,161,57.1,8.6,56.2,100
SNG0917,Hip-Hop,Mar,Thu,1,1,1,0,89.2,18,2.1,201,47,8.6,27.41,72.3
SNG0918,Indie,Jun,Sun,0,1,0,0,38.1,18,36.7,175,61,8.6,50.99,100
SNG0919,Country,Jun,Thu,1,0,0,1,80.7,31,6,225,63.4,4.7,53.4,99.2
SNG0920,Pop,Feb,Thu,0,1,1,0,90.9,16,6.2,189,44,49.3,35.31,93.7
SNG0921,EDM,Jul,Fri,1,0,0,0,47.4,17,1.7,224,38.7,10.9,28.11,79.7
SNG0922,R&B,Dec,Mon,0,1,1,1,89.5,14,3.2,221,34.1,5.7,28.23,62.5
SNG0923,EDM,Feb,Sat,0,0,1,0,70.6,21,2.4,230,65.5,12.5,54.31,92
SNG0924,Country,Jun,Fri,0,0,0,0,42.9,17,14.5,222,57.8,4.6,29.36,62.1
SNG0925,R&B,Jan,Fri,0,0,0,0,81.3,14,8.6,198,56.5,9.2,19.29,59
SNG0926,Pop,Mar,Sat,0,0,0,0,54.4,11,3.3,160,66.4,12.4,34.22,74.4
SNG0927,Hip-Hop,Feb,Sun,0,0,0,0,108.6,24,9.1,237,41.8,14,38.02,96.1
SNG0928,Rock,Jul,Fri,0,0,0,1,56.4,16,4.4,250,38.7,3.3,35.58,79.6
SNG0929,Rock,Apr,Wed,1,1,1,0,27,16,6.8,175,62.3,101.8,19.82,73.5
SNG0930,Hip-Hop,Aug,Sat,1,1,0,1,80.4,25,6.7,229,26.9,23.2,26.35,81
SNG0931,Pop,Jun,Thu,0,0,0,0,78.3,18,8,168,53.3,45.9,28.46,92
SNG0932,Country,Dec,Sun,0,1,0,0,31.3,14,7.2,212,99,7.4,56.96,100
SNG0933,Indie,Oct,Sun,1,0,0,0,112.8,25,8,218,33.7,11,14.04,46.6
SNG0934,Rock,Apr,Tue,1,0,1,0,108.7,23,16.9,191,50.3,9.3,30.3,80.8
SNG0935,Pop,May,Sun,1,1,0,0,36.3,20,9.7,208,19.8,5.8,37.43,100
SNG0936,Hip-Hop,Sep,Thu,0,0,0,0,42,17,4,232,53.8,16.5,41.51,76.4
SNG0937,Pop,Jul,Fri,0,1,1,0,60.4,20,5,201,93.4,4.5,47.69,100
SNG0938,EDM,Oct,Mon,0,1,0,0,39.2,23,16.6,183,66.4,15.8,37.91,100
SNG0939,Pop,Sep,Sat,0,1,0,1,104.4,22,6.1,166,47,6.1,44.09,84.1
SNG0940,Rock,Jul,Fri,1,1,0,0,74,10,3.9,192,97.3,12.4,40.83,100
SNG0941,Hip-Hop,Dec,Fri,1,0,1,0,31,17,3.1,167,26.6,29.1,41.79,77.8
SNG0942,Rock,Jan,Sat,1,0,0,0,37.5,12,7,193,66.2,8.1,33.61,69.3
SNG0943,Latin,Dec,Fri,1,1,1,0,153.1,11,2.5,190,59.2,16.8,36.82,93
SNG0944,Country,Aug,Fri,1,0,1,1,195.4,21,17.4,231,53.6,6,49.91,100
SNG0945,Pop,Apr,Sat,0,0,0,0,97.2,20,2.2,207,72.5,3.5,46.33,100
SNG0946,Pop,Mar,Fri,0,1,0,0,57.5,16,20.7,287,36.7,34.1,30.48,83.8
SNG0947,Pop,Jul,Sun,1,1,0,0,49,21,4.2,141,63.6,16.4,43.06,100
SNG0948,EDM,Dec,Sun,0,0,0,1,98,20,2.1,215,61.3,8.1,15.96,65.7
SNG0949,EDM,Mar,Thu,1,0,0,0,70.3,19,6.5,191,42.3,15.8,27.94,66
SNG0950,Rock,Aug,Fri,1,1,0,0,21.6,19,2.3,174,93.1,4,31.94,93.4
SNG0951,Rock,Jun,Wed,0,1,0,0,137.3,24,5.6,204,54.7,12.9,55.57,100
SNG0952,Latin,May,Fri,0,0,1,0,171.1,21,3.3,202,55.5,10.7,40.96,89.3
SNG0953,Pop,Apr,Thu,1,0,0,0,111.7,16,12.8,239,39.5,15.2,40.51,86.8
SNG0954,EDM,Aug,Fri,0,1,0,1,31.1,19,6.2,208,55.1,33.6,43.96,90.5
SNG0955,R&B,Aug,Tue,1,0,0,1,42.7,11,1.9,183,99,28.7,59.05,100
SNG0956,Hip-Hop,Dec,Tue,1,1,0,1,18.2,21,3.2,216,53.5,3,51.54,96.9
SNG0957,R&B,Jan,Wed,0,0,1,0,203.8,10,10.3,198,67.3,1.8,59.67,100
SNG0958,Pop,Sep,Tue,0,1,0,0,52,17,17.4,169,75.1,11,34.82,85
SNG0959,Pop,May,Fri,1,1,0,0,341.5,16,5.3,197,54.7,10.3,47.86,100
SNG0960,Latin,Apr,Tue,1,1,0,1,262.1,24,2.1,212,50.6,3.6,28.53,92.1
SNG0961,Pop,Jun,Tue,0,0,0,0,35.4,15,14.1,207,66.5,4.2,32.62,85.7
SNG0962,Rock,Jun,Mon,0,0,0,1,40.6,11,10.3,216,53.7,4.9,27.73,77
SNG0963,Hip-Hop,Feb,Fri,0,0,0,0,92.4,17,17.7,188,52,26.3,43.62,98
SNG0964,Hip-Hop,Aug,Sat,1,0,1,1,19.5,24,7.1,215,74.9,6.2,42.73,100
SNG0965,Hip-Hop,Jul,Tue,1,1,1,0,49.1,12,3.4,209,56.8,2.7,44.54,98.5
SNG0966,Hip-Hop,Jan,Fri,1,0,0,0,45.8,20,8.7,209,79.8,8.6,50.99,98.2
SNG0967,Latin,May,Fri,0,1,0,0,243.7,17,7.3,206,56.3,9,56.24,100
SNG0968,Hip-Hop,Dec,Wed,0,0,0,1,74.6,13,3.3,275,34.3,4,23.04,83.1
SNG0969,Rock,Jun,Fri,1,1,0,0,54.6,13,6.5,241,5,14.5,20.47,50.4
SNG0970,R&B,Apr,Wed,0,1,0,1,42.9,17,4.6,214,24.9,22.4,35.3,94.7
SNG0971,Latin,Feb,Fri,0,1,0,1,124.7,15,10.7,179,28,6.8,26.71,70.3
SNG0972,Indie,Apr,Mon,0,0,0,1,47.1,18,8.5,196,62.8,2.7,43.46,86.8
SNG0973,Latin,Jan,Sun,1,0,0,1,64.4,15,2.1,257,40.5,7.3,17.32,63.2
SNG0974,Pop,Jul,Mon,1,0,0,1,42.6,20,1.9,187,22.5,11.5,37.68,85.3
SNG0975,Pop,Feb,Fri,0,1,0,1,23.1,19,5,200,55.6,1.6,49.84,100
SNG0976,Hip-Hop,Feb,Sat,0,0,1,0,33.2,19,5.6,198,38.5,13.3,37.18,75.4
SNG0977,Rock,Sep,Mon,1,1,0,1,46.9,18,10.9,217,66.3,6.7,53.29,100
SNG0978,Pop,May,Fri,1,0,0,1,55.5,9,8.7,191,65.9,9.3,45.54,100
SNG0979,R&B,Feb,Thu,0,0,1,0,57.2,13,20.3,211,67.8,7.2,62.45,100
SNG0980,Rock,Nov,Fri,0,1,0,1,62.7,21,3.6,192,12,4.9,25.35,59.6
SNG0981,Hip-Hop,Sep,Wed,0,1,1,0,47.4,23,3.4,247,58.8,8.3,51.79,100
SNG0982,Country,Sep,Mon,1,1,0,0,171.5,20,2.3,183,55.8,6,38.34,80.6
SNG0983,Pop,Jan,Fri,0,1,0,0,129.5,20,10.7,236,36,6.8,59.41,100
SNG0984,Pop,Nov,Fri,0,1,0,0,60.7,17,5.6,186,19.5,4.5,34.93,80.3
SNG0985,Latin,Mar,Fri,1,1,0,1,79.7,23,1,178,56,13.9,47.75,100
SNG0986,R&B,Apr,Wed,1,1,1,1,51.4,25,6.6,183,77.2,24.3,44.96,100
SNG0987,Latin,Jul,Thu,0,0,1,1,10,19,7,150,11.5,4.5,29.76,90.9
SNG0988,R&B,Oct,Fri,1,0,1,1,67.6,20,4.8,219,43,8.2,50.39,97.4
SNG0989,Hip-Hop,Apr,Fri,0,1,0,0,82.6,15,7.1,168,60.4,3.8,45.28,90.5
SNG0990,Country,Feb,Thu,0,1,0,0,21.6,14,1.8,194,78.2,12.3,39.98,100
SNG0991,Country,Jul,Thu,0,1,0,0,94.6,14,24,229,52.4,10.8,43.88,94.6
SNG0992,Latin,Jun,Thu,1,1,0,1,54.8,22,7.7,228,92.8,5.7,32.67,100
SNG0993,Hip-Hop,Mar,Wed,0,0,1,0,84.5,24,1.1,159,25.7,8.4,28.99,73.8
SNG0994,Rock,Jun,Thu,1,0,0,1,56,16,5.4,215,21.7,18,35.02,72.8
SNG0995,Hip-Hop,Nov,Wed,1,0,0,1,160.1,12,7.9,241,76.3,2.5,27.73,94
SNG0996,Pop,Jun,Fri,1,1,0,1,78.1,16,2,185,15.7,3.2,30.56,89.1
SNG0997,EDM,Dec,Fri,1,0,1,0,134.5,18,8.8,221,66.3,14.4,42.06,100
SNG0998,Pop,May,Thu,1,1,1,0,142.5,21,24.8,168,52.7,9.4,29.55,64.1
SNG0999,Indie,Apr,Thu,0,0,0,1,30.5,18,3.1,217,41.8,8.5,25.79,86.8
SNG1000,R&B,Oct,Wed,0,0,0,1,39.8,19,8,209,50.3,19.2,40.1,90.6
