Summary,Precip_Type,Temperature_Celcius,Humidity,Wind_Speed,Wind_Bearing,Visibility,Pressure
Mostly Cloudy,rain,12.7777777777778,1,3.542,171,5.2808,1009.08
Overcast,rain,12.7611111111111,0.99,8.8067,227,5.313,1008.97
Overcast,rain,12.7555555555556,0.96,7.4865,257,7.2772,1008.98
Overcast,rain,12.7777777777778,1,5.0071,237,11.0446,1008.98
Overcast,rain,12.9055555555556,0.96,8.6457,253,11.4471,1008.93
Overcast,rain,12.7777777777778,0.96,4.7495,187,11.27,1008.89
Overcast,rain,13.8666666666667,0.93,7.8729,162,11.27,1008.9
Mostly Cloudy,rain,14.9666666666667,0.87,6.5527,186,11.0768,1008.56
Mostly Cloudy,rain,17.2,0.8,3.6869,208,11.27,1008.05
Mostly Cloudy,rain,17.2888888888889,0.71,4.9427,192,11.27,1007.45
Partly Cloudy,rain,17.7666666666667,0.64,1.2719,234,11.4471,1006.6
Partly Cloudy,rain,17.3333333333333,0.63,4.991,207,11.27,1006.15
Mostly Cloudy,rain,17.2444444444444,0.71,3.4776,161,11.27,1005.88
Mostly Cloudy,rain,15.0833333333333,0.84,4.6207,134,11.4471,1006.1
Mostly Cloudy,rain,13.8666666666667,0.92,7.728,132,11.27,1006.67
Mostly Cloudy,rain,13.7944444444444,0.93,6.2951,122,15.8263,1007.19
Mostly Cloudy,rain,12.3166666666667,0.95,3.0751,67,14.9569,1006.25
Mostly Cloudy,rain,12.1055555555556,0.96,3.0751,120,15.8263,1006.03
Overcast,rain,12.1055555555556,0.96,3.0751,350,15.8263,1005.65
Overcast,rain,11.6333333333333,0.99,5.7477,350,14.9569,1005.2
Overcast,rain,12.1055555555556,0.96,6.118,350,15.8263,1004.36
Overcast,rain,11.6888888888889,0.99,3.6064,5,15.8263,1003.93
Overcast,rain,12.1833333333333,0.95,5.957,335,14.9569,1003.67
Overcast,rain,12.6833333333333,0.99,5.152,359,11.2056,1003.28
Overcast,rain,12.7333333333333,0.95,14.4256,322,11.27,1002.41
Overcast,rain,12.7222222222222,0.95,17.2109,333,11.0768,1002.04
Overcast,rain,12.8055555555556,0.98,20.6563,350,11.27,1002.01
Mostly Cloudy,rain,13.8444444444444,0.88,23.6187,340,11.27,1001.81
Mostly Cloudy,rain,13.8944444444444,0.87,21.7511,332,11.4471,1001.66
Overcast,rain,15.9277777777778,0.77,21.7511,340,11.27,1001.52
Overcast,rain,16.0166666666667,0.77,24.9067,0,11.27,1000.83
Overcast,rain,16.1111111111111,0.78,24.472,358,11.4471,1001
Mostly Cloudy,rain,16.1611111111111,0.71,23.4738,350,11.27,1000.4
Mostly Cloudy,rain,16.1833333333333,0.76,14.6027,350,11.27,1000.38
Mostly Cloudy,rain,16.1444444444444,0.7,13.6367,8,11.4471,1000.74
Mostly Cloudy,rain,16.1555555555556,0.76,14.0714,341,11.27,1001.05
Mostly Cloudy,rain,14.9944444444444,0.82,8.0017,7,11.27,1001.17
Mostly Cloudy,rain,14.9777777777778,0.76,9.2736,340,11.4471,1001.36
Mostly Cloudy,rain,13.8166666666667,0.82,10.6904,301,11.27,1001.78
Overcast,rain,13.2888888888889,0.85,10.7226,311,15.8746,1002.37
Overcast,rain,12.7388888888889,0.85,6.4239,311,15.0052,1002.69
Overcast,rain,12.2222222222222,0.89,6.44,330,14.9086,1003.14
Mostly Cloudy,rain,12.2,0.88,6.118,319,14.9086,1003.24
Mostly Cloudy,rain,11.6611111111111,0.9,3.22,312,14.2163,1003.17
Overcast,rain,11.0666666666667,0.94,6.2951,270,14.9569,1003.25
Overcast,rain,11.0444444444444,0.92,6.1341,290,14.9086,1003.53
Overcast,rain,10.9666666666667,0.88,6.1985,280,9.982,1003.83
Overcast,rain,10.9944444444444,0.8,9.4507,279,9.982,1004.22
Overcast,rain,11.0388888888889,0.77,12.1716,279,11.27,1004.61
Overcast,rain,12.0666666666667,0.73,10.4972,282,11.0768,1004.93
Overcast,rain,12.8,0.69,1.8837,257,11.27,1004.9
Overcast,rain,13.8833333333333,0.67,7.5831,191,11.27,1005.49
Mostly Cloudy,rain,15.8611111111111,0.66,9.177,224,11.0768,1005.87
Mostly Cloudy,rain,16.2055555555556,0.61,10.7387,182,11.27,1005.88
Partly Cloudy,rain,17.2444444444444,0.57,10.6743,211,11.27,1005.78
Mostly Cloudy,rain,17.1666666666667,0.65,16.261,201,11.0285,1005.88
Mostly Cloudy,rain,17.4055555555556,0.61,16.9211,192,11.2056,1005.94
Partly Cloudy,rain,18.8888888888889,0.55,13.6689,192,11.2056,1005.85
Partly Cloudy,rain,18.8111111111111,0.52,11.431,203,11.3988,1005.79
Partly Cloudy,rain,17.8222222222222,0.55,7.406,165,11.2056,1005.47
Partly Cloudy,rain,17.7555555555556,0.64,2.7048,180,11.2056,1005.29
Partly Cloudy,rain,15.1722222222222,0.69,7.5348,152,11.3988,1006.05
Mostly Cloudy,rain,14.8166666666667,0.78,7.7441,175,9.982,1006.53
Overcast,rain,14.2111111111111,0.83,5.8282,184,15.8263,1006.93
Mostly Cloudy,rain,13.7222222222222,0.81,10.0625,232,15.3111,1007.5
Mostly Cloudy,rain,13.2166666666667,0.9,2.9624,178,14.9569,1007.34
Mostly Cloudy,rain,12.6888888888889,0.92,10.465,201,14.9569,1007.73
Mostly Cloudy,rain,12.6833333333333,0.92,10.3362,235,14.5866,1007.9
Overcast,rain,12.6666666666667,0.9,13.9265,270,14.9086,1007.4
Overcast,rain,12.0833333333333,0.9,6.4078,259,14.812,1007.41
Overcast,rain,11.7388888888889,0.9,7.245,236,14.0875,1007.54
Mostly Cloudy,rain,12.1111111111111,0.93,13.4596,201,11.1251,1007.89
Mostly Cloudy,rain,12.1333333333333,0.92,16.6152,212,11.1251,1008.08
Partly Cloudy,rain,12.1833333333333,0.87,13.5884,223,11.3183,1008.39
Mostly Cloudy,rain,13.7777777777778,0.78,15.0696,229,11.1251,1008.69
Mostly Cloudy,rain,13.9388888888889,0.76,16.8567,211,11.27,1008.98
Mostly Cloudy,rain,15.9277777777778,0.72,15.4721,214,11.4471,1009.07
Mostly Cloudy,rain,17.2,0.58,15.4399,221,11.27,1009.16
Mostly Cloudy,rain,17.2222222222222,0.58,17.0499,220,11.27,1008.97
Partly Cloudy,rain,17.6944444444444,0.52,15.2145,202,11.4471,1008.63
Partly Cloudy,rain,17.8611111111111,0.52,16.5669,203,11.27,1008.18
Partly Cloudy,rain,18.7666666666667,0.48,13.5079,213,11.27,1007.91
Partly Cloudy,rain,18.7555555555556,0.47,10.6099,201,11.4471,1007.85
Partly Cloudy,rain,17.6666666666667,0.51,11.9301,192,11.27,1007.64
Mostly Cloudy,rain,17.0444444444444,0.63,7.2933,213,10.0464,1007.37
Partly Cloudy,rain,13.6833333333333,0.7,21.4935,280,11.0768,1008.01
Partly Cloudy,rain,12.6611111111111,0.83,9.5956,320,11.27,1008.26
Mostly Cloudy,rain,12.0833333333333,0.83,10.2074,340,14.9086,1008.32
Mostly Cloudy,rain,12.0444444444444,0.88,9.4346,212,14.9569,1008.93
Mostly Cloudy,rain,11.5777777777778,0.96,2.9946,85,15.8263,1008.03
Mostly Cloudy,rain,11.0444444444444,0.96,6.2951,250,14.9086,1008.11
Mostly Cloudy,rain,10.5277777777778,0.99,2.9141,273,8.4203,1008.02
Foggy,rain,9.53888888888889,0.99,2.3989,144,2.1413,1007.5
Foggy,rain,8.01111111111111,0.99,3.2522,173,0.5152,1007.39
Foggy,rain,9.15555555555555,0.99,6.0375,164,1.9964,1007.25
Partly Cloudy,rain,10.0277777777778,1,9.3702,208,4.1216,1007.1
Mostly Cloudy,rain,11.0666666666667,1,4.7495,190,11.1251,1007.11
Mostly Cloudy,rain,12.0555555555556,0.93,7.1967,186,11.0768,1007.01
Partly Cloudy,rain,12.1777777777778,0.93,11.8335,202,11.27,1006.72
Mostly Cloudy,rain,12.2277777777778,0.92,11.914,220,7.2772,1006.8
Mostly Cloudy,rain,12.0444444444444,0.87,18.0803,202,10.8353,1007.08
Overcast,rain,11.9944444444444,0.93,14.0392,219,11.1251,1007.15
Mostly Cloudy,rain,12.0222222222222,0.87,16.7601,222,10.8997,1007.53
Mostly Cloudy,rain,12.0388888888889,0.82,21.1393,250,7.0196,1007.47
Mostly Cloudy,rain,11.9722222222222,0.81,16.4542,260,11.0768,1007.25
Mostly Cloudy,rain,12.0444444444444,0.76,16.7762,240,11.0768,1007.46
Overcast,rain,10.1888888888889,0.92,16.2932,259,8.6618,1007.5
Overcast,rain,10.05,0.99,15.0535,279,11.27,1007.83
Mostly Cloudy,rain,10.0722222222222,0.99,13.846,249,11.27,1008.6
Mostly Cloudy,rain,10.0833333333333,0.99,12.5419,233,11.0768,1008.95
Mostly Cloudy,rain,11.0166666666667,0.93,15.1662,230,9.982,1009.18
Overcast,rain,10.4888888888889,1,14.007,221,11.9784,1009.5
Mostly Cloudy,rain,10.5333333333333,0.95,17.1304,233,14.168,1009.67
Mostly Cloudy,rain,10.4611111111111,0.92,20.0284,251,15.8263,1009.73
Mostly Cloudy,rain,9.90555555555556,0.92,17.8066,261,15.8263,1010.01
Mostly Cloudy,rain,10.2333333333333,0.82,16.0839,280,14.9569,1010.29
Mostly Cloudy,rain,9.81111111111111,0.75,13.6528,299,15.8263,1010.02
Mostly Cloudy,rain,9.32777777777778,0.81,5.957,279,15.8263,1010.46
Mostly Cloudy,rain,8.57222222222222,0.9,6.8908,188,15.0052,1010.43
Overcast,rain,9.88333333333333,0.93,10.6743,171,10.0464,1010.37
Overcast,rain,10.9277777777778,0.93,15.1662,190,10.0464,1010.38
Overcast,rain,10.9722222222222,0.87,16.1483,221,9.2414,1010.67
Overcast,rain,11.0666666666667,0.92,19.5776,230,11.27,1011.16
Overcast,rain,11.2055555555556,0.92,14.9569,221,11.27,1011.16
Mostly Cloudy,rain,12.5777777777778,0.9,20.1089,230,11.0768,1011.27
Mostly Cloudy,rain,13.7111111111111,0.78,16.9694,230,11.27,1011.08
Mostly Cloudy,rain,13.7944444444444,0.83,22.6688,220,11.27,1010.88
Mostly Cloudy,rain,14.8055555555556,0.74,21.8799,232,11.2056,1010.99
Partly Cloudy,rain,14.9222222222222,0.78,16.7118,202,11.27,1010.96
Partly Cloudy,rain,13.95,0.89,12.3326,230,7.2772,1010.67
Partly Cloudy,rain,14.0222222222222,0.77,11.8174,211,11.2056,1010.34
Mostly Cloudy,rain,12.3111111111111,0.92,7.5831,222,7.2772,1010.86
Mostly Cloudy,rain,12.2888888888889,0.98,2.9946,135,11.27,1011.32
Overcast,rain,12.2722222222222,0.99,6.4722,141,11.0768,1010.92
Overcast,rain,12.2,0.93,7.7763,151,11.2056,1011.15
Overcast,rain,11.6888888888889,0.99,5.9248,152,7.2772,1011.28
Overcast,rain,11.6944444444444,0.99,2.9624,106,7.6314,1011.28
Overcast,rain,11.6444444444444,1,3.1234,281,6.2951,1011.77
Overcast,rain,11.6,0.96,3.1395,145,9.982,1011.47
Mostly Cloudy,rain,11.5111111111111,0.96,2.0125,182,9.982,1011.32
Mostly Cloudy,rain,11.0444444444444,0.99,6.5527,173,9.982,1010.99
Mostly Cloudy,rain,10.5333333333333,0.99,6.44,220,9.982,1010.69
Overcast,rain,10.4722222222222,0.99,3.4615,154,9.6761,1010.56
Overcast,rain,11.0666666666667,1,3.1717,142,11.27,1010.6
Mostly Cloudy,rain,11.0888888888889,1,7.8729,161,11.27,1010.87
Mostly Cloudy,rain,13.5944444444444,0.9,9.4024,193,11.0768,1010.91
Mostly Cloudy,rain,15.9444444444444,0.81,9.6439,199,11.27,1010.87
Mostly Cloudy,rain,15.9888888888889,0.73,14.1841,200,11.27,1010.67
Partly Cloudy,rain,18.6722222222222,0.6,15.8585,222,11.4471,1010.75
Partly Cloudy,rain,18.8166666666667,0.65,21.5257,211,11.27,1009.95
Mostly Cloudy,rain,18.8666666666667,0.61,15.8263,210,11.27,1009.76
Overcast,rain,18.8722222222222,0.59,16.7118,198,11.4471,1009.74
Overcast,rain,18.8888888888889,0.56,11.431,208,11.27,1009.22
Overcast,rain,18.9111111111111,0.6,9.7888,173,11.27,1008.63
Mostly Cloudy,rain,18.8388888888889,0.63,12.2038,178,11.4471,1008.37
Mostly Cloudy,rain,17.85,0.69,15.6975,209,11.27,1008.15
Mostly Cloudy,rain,17.2444444444444,0.71,11.1734,181,11.2056,1008.34
Mostly Cloudy,rain,16.1833333333333,0.72,8.1949,143,11.3988,1007.92
Mostly Cloudy,rain,16.0166666666667,0.68,10.6904,169,11.2056,1007.29
Mostly Cloudy,rain,15.4888888888889,0.73,6.5205,186,15.8263,1007.76
Overcast,rain,14.4611111111111,0.92,1.7871,89,14.9569,1007.33
Overcast,rain,14.3055555555556,0.87,5.9248,66,15.8263,1006.98
Mostly Cloudy,rain,14.3055555555556,0.84,6.1502,60,15.8263,1006.58
Mostly Cloudy,rain,14.6777777777778,0.8,9.8693,99,14.9569,1006.24
Mostly Cloudy,rain,14.2388888888889,0.81,10.8997,100,15.8263,1005.91
Mostly Cloudy,rain,14.2166666666667,0.81,6.2629,109,15.8263,1005.21
Mostly Cloudy,rain,13.6833333333333,0.85,10.5616,99,14.9569,1004.88
Mostly Cloudy,rain,13.7333333333333,0.84,11.0285,109,9.982,1004.42
Mostly Cloudy,rain,14.8611111111111,0.79,11.0124,129,9.982,1004.31
Mostly Cloudy,rain,16.8611111111111,0.74,5.2164,128,10.3523,1004.35
Mostly Cloudy,rain,17.6611111111111,0.71,12.397,139,9.982,1004.27
Mostly Cloudy,rain,20.8833333333333,0.6,15.3594,129,9.982,1003.79
Mostly Cloudy,rain,22.4555555555556,0.54,16.9211,137,10.3523,1003.41
Mostly Cloudy,rain,22.7777777777778,0.51,24.3754,130,9.982,1002.42
Mostly Cloudy,rain,24.8611111111111,0.47,21.4774,140,9.982,1002.11
Mostly Cloudy,rain,24.8111111111111,0.46,20.125,139,10.4006,1001.66
Overcast,rain,24.9277777777778,0.5,17.3558,149,10.0464,1001.31
Overcast,rain,23.9111111111111,0.5,17.0177,149,9.982,1000.92
Overcast,rain,23.8888888888889,0.53,9.0965,142,10.3523,1000.93
Partly Cloudy,rain,22.7777777777778,0.62,9.7244,121,11.2056,1000.7
Partly Cloudy,rain,22.2222222222222,0.68,4.8944,129,11.2056,1000.61
Partly Cloudy,rain,21.1333333333333,0.71,7.889,123,11.3988,1000.8
Mostly Cloudy,rain,20.8833333333333,0.69,10.7548,130,11.2056,1001
Overcast,rain,18.7277777777778,0.84,9.66,210,11.2056,1001.41
Overcast,rain,18.4777777777778,0.84,13.0249,200,15.3111,1001.73
Partly Cloudy,rain,19.2166666666667,0.66,13.5079,142,15.8263,1011.41
Mostly Cloudy,rain,17.1055555555556,0.76,2.7853,170,15.8263,1011.44
Mostly Cloudy,rain,17.4166666666667,0.79,4.6529,175,14.9569,1011.46
Partly Cloudy,rain,16.0666666666667,0.84,2.898,304,15.8263,1011.24
Mostly Cloudy,rain,15.5833333333333,0.84,3.2039,19,15.8746,1011.51
Partly Cloudy,rain,15.45,0.89,3.4454,94,14.9569,1011.14
Partly Cloudy,rain,14.9833333333333,0.84,0.2898,130,9.982,1010.99
Partly Cloudy,rain,18.7388888888889,0.66,12.2199,120,11.2056,1011.08
Partly Cloudy,rain,19.9944444444444,0.65,13.1376,153,10.3523,1010.86
Partly Cloudy,rain,22.6444444444444,0.54,15.3594,180,9.982,1010.79
Partly Cloudy,rain,23.8444444444444,0.58,16.744,209,9.982,1010.7
Partly Cloudy,rain,25.8,0.54,16.3415,199,11.4471,1010.84
Partly Cloudy,rain,27.0611111111111,0.42,17.0499,221,11.27,1010.69
Partly Cloudy,rain,27.1777777777778,0.39,23.0713,220,10.0464,1010.2
Mostly Cloudy,rain,27.2444444444444,0.4,23.1518,234,10.4006,1010.16
Mostly Cloudy,rain,25.9722222222222,0.43,20.3343,233,10.0464,1010.03
Mostly Cloudy,rain,25.9944444444444,0.47,22.0248,261,10.0464,1009.74
Mostly Cloudy,rain,25.9833333333333,0.44,19.5454,259,10.4006,1010.19
Partly Cloudy,rain,24.8333333333333,0.46,15.3755,260,10.0464,1010.42
Partly Cloudy,rain,22.7777777777778,0.53,9.3702,252,9.982,1010.33
Partly Cloudy,rain,21.2944444444444,0.58,4.5724,231,10.3523,1010.73
Partly Cloudy,rain,18.7944444444444,0.68,4.7495,290,9.982,1011.23
Partly Cloudy,rain,17.6833333333333,0.74,3.2039,229,15.8263,1011.74
Partly Cloudy,rain,17.3388888888889,0.8,6.3917,270,15.3111,1012.26
Overcast,rain,16.6888888888889,0.9,13.1859,249,15.8746,1002.27
Overcast,rain,17.2222222222222,0.96,14.3129,219,15.8746,1002.07
Overcast,rain,16.6777777777778,0.96,8.211,23,10.4006,1001.19
Overcast,rain,16.0388888888889,0.99,3.7352,160,10.0464,1001.11
Overcast,rain,16.0833333333333,0.96,5.7477,330,6.2951,1000.99
Overcast,rain,16,0.96,9.9015,60,7.1323,1000.93
Overcast,rain,16.0166666666667,0.93,11.6886,90,6.0697,1000.62
Overcast,rain,16.0166666666667,0.99,8.7906,99,6.118,1000.52
Mostly Cloudy,rain,16.0277777777778,0.99,12.4775,92,8.1788,1000.46
Overcast,rain,17.0166666666667,1,15.1018,140,11.0446,999.66
Overcast,rain,17.5722222222222,0.97,16.1966,189,10.9802,999.53
Mostly Cloudy,rain,17.6666666666667,0.89,18.8209,221,11.2378,1000.02
Partly Cloudy,rain,17.55,0.85,17.1143,240,11.1251,1000.17
Mostly Cloudy,rain,18.7277777777778,0.69,24.633,221,11.27,1000.48
Mostly Cloudy,rain,17.7055555555556,0.74,28.7224,222,11.4471,1000.5
Mostly Cloudy,rain,17.2222222222222,0.72,26.1786,220,11.27,1000.68
Mostly Cloudy,rain,16.1388888888889,0.77,21.8638,211,11.27,1000.87
Mostly Cloudy,rain,15.9944444444444,0.78,10.4328,230,11.0768,1001.94
Mostly Cloudy,rain,16.0888888888889,0.77,9.6278,212,11.27,1001.29
Partly Cloudy,rain,13.9833333333333,0.77,1.9159,244,11.27,1001.77
Breezy and Overcast,rain,12.2611111111111,0.81,35.5327,232,11.0768,1002.58
Mostly Cloudy,rain,12.1777777777778,0.86,13.8138,269,11.27,1003.13
Mostly Cloudy,rain,11.1388888888889,0.93,13.4596,151,15.8746,1002.86
Mostly Cloudy,rain,11.1111111111111,0.96,10.626,191,15.0052,1002.9
Mostly Cloudy,rain,10.05,0.99,10.8353,173,15.8746,1002.96
Partly Cloudy,rain,9.53888888888889,0.99,10.5616,162,15.8746,1003.22
Partly Cloudy,rain,9.51666666666667,0.96,10.5455,170,14.9569,1003.12
Partly Cloudy,rain,9.48888888888889,1,10.9319,151,15.8746,1003.03
Partly Cloudy,rain,8.42777777777778,1,6.5205,161,15.8746,1002.65
Partly Cloudy,rain,8.05555555555556,0.96,6.4883,152,14.168,1002.96
Partly Cloudy,rain,8.45555555555556,0.99,10.6421,141,15.8263,1002.86
Partly Cloudy,rain,10.5833333333333,0.93,11.0768,160,15.8263,1002.66
Partly Cloudy,rain,13.0111111111111,0.82,12.1877,152,11.4471,1002.87
Partly Cloudy,rain,15.9722222222222,0.67,14.1358,151,11.27,1002.45
Partly Cloudy,rain,17.0833333333333,0.63,20.2538,150,11.27,1002.17
Partly Cloudy,rain,17.5222222222222,0.61,20.9944,170,11.4471,1002.12
Partly Cloudy,rain,17.1944444444444,0.58,14.2646,134,11.27,1001.9
Partly Cloudy,rain,18.7944444444444,0.55,17.3397,188,11.27,1001.89
Partly Cloudy,rain,18.75,0.48,12.3004,195,11.4471,1002.05
Partly Cloudy,rain,18.6,0.49,12.8317,197,11.27,1001.74
Partly Cloudy,rain,15.0277777777778,0.72,20.8817,227,11.27,1001.9
Mostly Cloudy,rain,16.0888888888889,0.66,11.8979,252,11.4471,1002.51
Partly Cloudy,rain,17.5888888888889,0.54,4.6046,228,11.27,1002
Partly Cloudy,rain,16.0166666666667,0.62,10.5616,239,11.27,1002.19
Partly Cloudy,rain,14.95,0.72,10.2879,230,11.0768,1002.84
Partly Cloudy,rain,13.6833333333333,0.73,23.8924,219,11.2056,1003.18
Mostly Cloudy,rain,13.0833333333333,0.76,13.2986,229,15.8263,1003.79
Mostly Cloudy,rain,12.0055555555556,0.86,10.8514,213,15.0052,1004.25
Partly Cloudy,rain,16.4388888888889,0.82,6.2951,310,15.8263,1012.46
Clear,rain,16.3666666666667,0.87,13.6206,329,15.8263,1012.95
Clear,rain,15.3888888888889,0.87,6.1985,339,15.3111,1013.15
Clear,rain,13.7666666666667,0.93,6.4078,320,15.8263,1013.43
Clear,rain,12.6833333333333,0.96,6.1985,329,15.8746,1013.9
Clear,rain,12.2666666666667,0.96,3.4132,289,15.3111,1013.83
Clear,rain,11.1166666666667,0.96,6.6654,290,10.0464,1014.07
Clear,rain,14.8222222222222,0.83,9.7083,299,10.0464,1014.87
Partly Cloudy,rain,16.85,0.74,18.7404,321,10.4006,1015.66
Partly Cloudy,rain,18.7111111111111,0.65,14.007,337,10.0464,1016.03
Partly Cloudy,rain,19.8611111111111,0.61,11.0768,328,9.982,1016.23
Partly Cloudy,rain,21.9944444444444,0.54,8.9516,305,10.3523,1016.32
Partly Cloudy,rain,22.7111111111111,0.51,17.066,309,9.982,1016.43
Partly Cloudy,rain,23.7722222222222,0.45,9.9015,317,9.982,1016.13
Partly Cloudy,rain,24.7722222222222,0.42,11.4954,322,10.3523,1015.93
Mostly Cloudy,rain,24.9055555555555,0.42,12.7834,299,9.982,1015.55
Mostly Cloudy,rain,25.9944444444444,0.39,11.2056,290,9.982,1015.13
Mostly Cloudy,rain,24.8888888888889,0.44,14.651,316,10.3523,1014.94
Partly Cloudy,rain,24.8777777777778,0.45,11.0768,326,9.982,1015.41
Partly Cloudy,rain,23.7,0.46,9.3058,338,9.982,1015.52
Mostly Cloudy,rain,21.1111111111111,0.56,9.9981,340,10.3523,1015.91
Partly Cloudy,rain,18.7666666666667,0.65,7.889,348,9.982,1016.63
Partly Cloudy,rain,18.1444444444444,0.7,6.3756,331,15.8263,1017.23
Partly Cloudy,rain,17.2055555555556,0.71,6.118,343,14.9569,1017.97
Partly Cloudy,rain,16.0611111111111,0.78,3.2361,349,15.8263,1017.93
Clear,rain,14.9222222222222,0.86,3.1395,7,15.8263,1018.33
Clear,rain,14.9388888888889,0.83,6.4722,329,14.9569,1018.51
Clear,rain,13.1944444444444,0.9,3.22,10,15.8263,1018.63
Clear,rain,13.1888888888889,0.9,6.4078,351,15.7297,1018.73
Partly Cloudy,rain,12.3722222222222,0.95,3.6708,4,14.7959,1018.66
Mostly Cloudy,rain,13.6555555555556,0.9,4.8944,359,9.8049,1019.25
Mostly Cloudy,rain,15.9944444444444,0.81,11.0285,351,9.982,1019.4
Mostly Cloudy,rain,17.1888888888889,0.8,10.5133,354,10.3523,1019.98
Mostly Cloudy,rain,17.7555555555556,0.77,13.9748,1,9.982,1020.08
Mostly Cloudy,rain,19.9555555555556,0.63,15.5848,2,9.982,1020.16
Mostly Cloudy,rain,22.0611111111111,0.55,14.973,14,10.3523,1020.42
Mostly Cloudy,rain,22.7555555555555,0.57,15.5365,21,9.982,1020.44
Mostly Cloudy,rain,25.8777777777778,0.47,16.8084,11,9.982,1019.86
Mostly Cloudy,rain,25.7444444444444,0.42,20.1894,14,10.3523,1019.6
Mostly Cloudy,rain,25.95,0.44,20.0445,21,9.982,1018.56
Mostly Cloudy,rain,24.9055555555555,0.45,15.2628,22,9.982,1018.96
Mostly Cloudy,rain,24.7333333333333,0.44,15.3916,24,10.3523,1018.82
Overcast,rain,23.75,0.5,15.7941,2,9.982,1018.4
Mostly Cloudy,rain,22.2,0.53,12.5741,10,9.982,1018.46
Mostly Cloudy,rain,21.1888888888889,0.57,14.7315,19,11.3988,1018.77
Mostly Cloudy,rain,21.0166666666667,0.59,19.7064,20,9.982,1018.67
Mostly Cloudy,rain,20.9722222222222,0.58,13.8299,31,15.8263,1019.08
Partly Cloudy,rain,18.9833333333333,0.64,13.4596,22,11.0768,1019.03
Mostly Cloudy,rain,18.2888888888889,0.63,10.8675,21,15.8263,1019.27
Overcast,rain,19.7944444444444,0.54,23.1035,199,14.9086,1019.7
Overcast,rain,16.35,0.88,14.3934,342,14.9569,1019.52
Mostly Cloudy,rain,16.6222222222222,0.86,16.8728,31,15.8746,1018.7
Mostly Cloudy,rain,15.5777777777778,0.89,10.6904,313,15.8263,1018.66
Mostly Cloudy,rain,15.6277777777778,0.92,4.3148,25,14.9569,1018.68
Partly Cloudy,rain,16.0388888888889,0.86,13.9909,41,11.2056,1018.61
Mostly Cloudy,rain,17.1555555555556,0.8,5.1842,60,10.0464,1018.82
Mostly Cloudy,rain,18.6833333333333,0.74,5.6994,64,10.0303,1018.68
Mostly Cloudy,rain,20.9222222222222,0.68,7.9695,88,9.982,1018.83
Mostly Cloudy,rain,23.6777777777778,0.59,13.6689,127,9.982,1018.91
Mostly Cloudy,rain,24.65,0.52,21.9604,127,11.3988,1018.81
Mostly Cloudy,rain,27.0388888888889,0.48,26.243,131,11.27,1019.01
Mostly Cloudy,rain,24.8444444444444,0.54,20.2216,160,11.27,1019.13
Partly Cloudy,rain,21.3833333333333,0.77,6.7298,17,7.2611,1019.27
Humid and Overcast,rain,21.2,0.91,10.143,44,11.2056,1018.57
Humid and Mostly Cloudy,rain,22.6833333333333,0.83,12.3648,41,10.0464,1017.32
Mostly Cloudy,rain,22.9833333333333,0.76,9.6117,90,10.3523,1016.31
Mostly Cloudy,rain,22.7055555555556,0.73,7.9695,60,9.982,1016.04
Mostly Cloudy,rain,22.0333333333333,0.81,9.338,21,9.982,1016.06
Mostly Cloudy,rain,21.1722222222222,0.8,9.7727,34,11.3988,1016.46
Mostly Cloudy,rain,19.8166666666667,0.79,11.4149,51,7.2772,1017.18
Overcast,rain,16.6444444444444,1,26.3557,240,4.0733,1019.12
Overcast,rain,16.0666666666667,0.97,11.753,270,5.7799,1020.09
Overcast,rain,15.5555555555556,0.96,5.8282,24,11.8979,1020.35
Overcast,rain,15.5111111111111,0.96,16.5347,42,14.9569,1018.14
Mostly Cloudy,rain,15.45,0.96,10.0303,47,15.0052,1017.64
Mostly Cloudy,rain,15.4888888888889,0.96,6.279,31,15.8263,1017.48
Mostly Cloudy,rain,15.4666666666667,1,3.542,83,14.9086,1017.36
Overcast,rain,15.5444444444444,0.99,16.905,107,9.982,1017.27
Partly Cloudy,rain,16.0388888888889,0.93,13.7655,91,11.2056,1017.25
Partly Cloudy,rain,16.0888888888889,0.99,10.0142,118,11.27,1017.56
Partly Cloudy,rain,17.0388888888889,0.93,6.2629,140,11.0768,1017.93
Mostly Cloudy,rain,17.2,0.93,15.7297,139,7.2772,1018.6
Partly Cloudy,rain,17.4055555555556,0.92,20.3826,110,11.27,1018.15
Partly Cloudy,rain,19.7944444444444,0.84,24.2627,139,11.4471,1017.9
Breezy and Mostly Cloudy,rain,18.9388888888889,0.83,34.0515,140,11.27,1018.17
Mostly Cloudy,rain,21.05,0.79,26.6294,140,11.27,1017.69
Partly Cloudy,rain,21.8333333333333,0.7,25.0194,147,11.4471,1017.21
Partly Cloudy,rain,22.2444444444444,0.64,21.9443,149,11.27,1016.69
Mostly Cloudy,rain,22.2222222222222,0.64,14.3612,158,11.27,1015.91
Mostly Cloudy,rain,22.7111111111111,0.62,12.6063,155,10.4006,1015.33
Mostly Cloudy,rain,22.7111111111111,0.62,10.8514,151,9.982,1014.84
Mostly Cloudy,rain,21.1611111111111,0.72,0.1288,130,9.982,1014.93
Mostly Cloudy,rain,19.9777777777778,0.83,2.5921,34,10.3523,1015.42
Overcast,rain,18.8222222222222,0.92,3.0107,301,11.2056,1015.75
Overcast,rain,19.2388888888889,0.9,5.8604,299,15.8263,1016.43
